   R(CO)A    R(CS)A  THE(degree) E_CCSDa(T)(hatree) E_CCSDb(T)(hatree)
   0.800000  0.900000  140.0000   -508.9678621   -508.9549839
   0.800000  1.050000  140.0000   -509.9648524   -509.9519466
   0.800000  1.200000  140.0000   -510.4553280   -510.4423778
   0.800000  1.300000  140.0000   -510.6266598   -510.6136798
   0.800000  1.400000  140.0000   -510.7253859   -510.7123789
   0.800000  1.500000  140.0000   -510.7785085   -510.7654766
   0.800000  1.558600  140.0000   -510.7957177   -510.7826716
   0.800000  1.600000  140.0000   -510.8034749   -510.7904187
   0.800000  1.700000  140.0000   -510.8115217   -510.7984404
   0.800000  1.850000  140.0000   -510.8068773   -510.7937558
   0.800000  2.000000  140.0000   -510.7937641   -510.7806001
   0.800000  2.150000  140.0000   -510.7788393   -510.7656330
   0.800000  2.300000  140.0000   -510.7650913   -510.7518449
   0.800000  2.500000  140.0000   -510.7504913   -510.7371968
   0.900000  0.900000  140.0000   -509.3964675   -509.3834157
   0.900000  1.050000  140.0000   -510.3759459   -510.3629403
   0.900000  1.200000  140.0000   -510.8515661   -510.8385482
   0.900000  1.300000  140.0000   -511.0145083   -511.0014692
   0.900000  1.400000  140.0000   -511.1060355   -511.0929728
   0.900000  1.500000  140.0000   -511.1530598   -511.1399718
   0.900000  1.558600  140.0000   -511.1671682   -511.1540646
   0.900000  1.600000  140.0000   -511.1729244   -511.1598091
   0.900000  1.700000  140.0000   -511.1768019   -511.1636565
   0.900000  1.850000  140.0000   -511.1674919   -511.1542969
   0.900000  2.000000  140.0000   -511.1514035   -511.1381571
   0.900000  2.150000  140.0000   -511.1348689   -511.1215740
   0.900000  2.300000  140.0000   -511.1204947   -511.1071563
   0.900000  2.500000  140.0000   -511.1059609   -511.0925731
   1.000000  0.900000  140.0000   -509.6190330   -509.6058140
   1.000000  1.050000  140.0000   -510.5831217   -510.5700089
   1.000000  1.200000  140.0000   -511.0455870   -511.0324904
   1.000000  1.300000  140.0000   -511.2010112   -511.1879037
   1.000000  1.400000  140.0000   -511.2859841   -511.2728585
   1.000000  1.500000  140.0000   -511.3273299   -511.3141812
   1.000000  1.558600  140.0000   -511.3384791   -511.3253144
   1.000000  1.600000  140.0000   -511.3422975   -511.3291204
   1.000000  1.700000  140.0000   -511.3419889   -511.3287776
   1.000000  1.850000  140.0000   -511.3276667   -511.3143955
   1.000000  2.000000  140.0000   -511.3080615   -511.2947272
   1.000000  2.150000  140.0000   -511.2894012   -511.2760098
   1.000000  2.300000  140.0000   -511.2740298   -511.2605903
   1.000000  2.500000  140.0000   -511.2592879   -511.2457974
   1.070000  0.900000  140.0000   -509.7030320   -509.6897145
   1.070000  1.050000  140.0000   -510.6577811   -510.6445955
   1.070000  1.200000  140.0000   -511.1122866   -511.0991316
   1.070000  1.300000  140.0000   -511.2631476   -511.2499878
   1.070000  1.400000  140.0000   -511.3441197   -511.3309461
   1.070000  1.500000  140.0000   -511.3819654   -511.3687710
   1.070000  1.558600  140.0000   -511.3912676   -511.3780578
   1.070000  1.600000  140.0000   -511.3938627   -511.3806403
   1.070000  1.700000  140.0000   -511.3908560   -511.3775977
   1.070000  1.850000  140.0000   -511.3731301   -511.3598051
   1.070000  2.000000  140.0000   -511.3509295   -511.3375320
   1.070000  2.150000  140.0000   -511.3305422   -511.3170799
   1.070000  2.300000  140.0000   -511.3142577   -511.3007436
   1.070000  2.500000  140.0000   -511.2991971   -511.2856306
   1.164700  0.900000  140.0000   -509.7606517   -509.7472297
   1.164700  1.050000  140.0000   -510.7045389   -510.6912625
   1.164700  1.200000  140.0000   -511.1498625   -511.1366269
   1.164700  1.300000  140.0000   -511.2954684   -511.2822342
   1.164700  1.400000  140.0000   -511.3718352   -511.3585921
   1.164700  1.500000  140.0000   -511.4056478   -511.3923873
   1.164700  1.558600  140.0000   -511.4128142   -511.3995393
   1.164700  1.600000  140.0000   -511.4139882   -511.4007010
   1.164700  1.700000  140.0000   -511.4078099   -511.3944857
   1.164700  1.850000  140.0000   -511.3859311   -511.3725322
   1.164700  2.000000  140.0000   -511.3603188   -511.3468336
   1.164700  2.150000  140.0000   -511.3374271   -511.3238650
   1.164700  2.300000  140.0000   -511.3196569   -511.3060369
   1.164700  2.500000  140.0000   -511.3039247   -511.2902505
   1.250000  0.900000  140.0000   -509.7789119   -509.7654206
   1.250000  1.050000  140.0000   -510.7145840   -510.7012345
   1.250000  1.200000  140.0000   -511.1530292   -511.1397222
   1.250000  1.300000  140.0000   -511.2947153   -511.2814124
   1.250000  1.400000  140.0000   -511.3676619   -511.3543530
   1.250000  1.500000  140.0000   -511.3984938   -511.3851697
   1.250000  1.558600  140.0000   -511.4040866   -511.3907490
   1.250000  1.600000  140.0000   -511.4042139   -511.3908644
   1.250000  1.700000  140.0000   -511.3956912   -511.3823043
   1.250000  1.850000  140.0000   -511.3706659   -511.3571984
   1.250000  2.000000  140.0000   -511.3422890   -511.3287224
   1.250000  2.150000  140.0000   -511.3171397   -511.3034836
   1.250000  2.300000  140.0000   -511.2978466   -511.2841261
   1.250000  2.500000  140.0000   -511.2812712   -511.2674948
   1.300000  0.900000  140.0000   -509.7805145   -509.7669912
   1.300000  1.050000  140.0000   -510.7119896   -510.6986010
   1.300000  1.200000  140.0000   -511.1469369   -511.1335892
   1.300000  1.300000  140.0000   -511.2866362   -511.2732929
   1.300000  1.400000  140.0000   -511.3578572   -511.3445086
   1.300000  1.500000  140.0000   -511.3871945   -511.3738315
   1.300000  1.558600  140.0000   -511.3920028   -511.3786266
   1.300000  1.600000  140.0000   -511.3916107   -511.3782227
   1.300000  1.700000  140.0000   -511.3819271   -511.3685016
   1.300000  1.850000  140.0000   -511.3553340   -511.3418249
   1.300000  2.000000  140.0000   -511.3255260   -511.3119105
   1.300000  2.150000  140.0000   -511.2991165   -511.2854033
   1.300000  2.300000  140.0000   -511.2788833   -511.2651014
   1.300000  2.500000  140.0000   -511.2617146   -511.2478756
   1.400000  0.900000  140.0000   -509.7717476   -509.7581747
   1.400000  1.050000  140.0000   -510.6960552   -510.6825972
   1.400000  1.200000  140.0000   -511.1250177   -511.1115925
   1.400000  1.300000  140.0000   -511.2613247   -511.2479017
   1.400000  1.400000  140.0000   -511.3296103   -511.3161809
   1.400000  1.500000  140.0000   -511.3564249   -511.3429802
   1.400000  1.558600  140.0000   -511.3599202   -511.3464618
   1.400000  1.600000  140.0000   -511.3586633   -511.3451928
   1.400000  1.700000  140.0000   -511.3470655   -511.3335563
   1.400000  1.850000  140.0000   -511.3179055   -511.3043074
   1.400000  2.000000  140.0000   -511.2857006   -511.2719823
   1.400000  2.150000  140.0000   -511.2570225   -511.2431892
   1.400000  2.300000  140.0000   -511.2348914   -511.2209795
   1.400000  2.500000  140.0000   -511.2163431   -511.2023714
   1.600000  0.900000  140.0000   -509.7336475   -509.7200234
   1.600000  1.050000  140.0000   -510.6478358   -510.6342843
   1.600000  1.200000  140.0000   -511.0680860   -511.0545388
   1.600000  1.300000  140.0000   -511.1994386   -511.1858768
   1.600000  1.400000  140.0000   -511.2634566   -511.2498717
   1.600000  1.500000  140.0000   -511.2866545   -511.2730373
   1.600000  1.558600  140.0000   -511.2882981   -511.2746572
   1.600000  1.600000  140.0000   -511.2858374   -511.2721775
   1.600000  1.700000  140.0000   -511.2716308   -511.2579161
   1.600000  1.850000  140.0000   -511.2390910   -511.2252661
   1.600000  2.000000  140.0000   -511.2037420   -511.1897674
   1.600000  2.150000  140.0000   -511.1718574   -511.1577251
   1.600000  2.300000  140.0000   -511.1463668   -511.1321263
   1.600000  2.500000  140.0000   -511.1244866   -511.1101785
   1.800000  0.900000  140.0000   -509.6923405   -509.6787131
   1.800000  1.050000  140.0000   -510.6008318   -510.5872605
   1.800000  1.200000  140.0000   -511.0156615   -511.0020742
   1.800000  1.300000  140.0000   -511.1437910   -511.1301709
   1.800000  1.400000  140.0000   -511.2050170   -511.1913526
   1.800000  1.500000  140.0000   -511.2258853   -511.2121653
   1.800000  1.558600  140.0000   -511.2263922   -511.2126339
   1.800000  1.600000  140.0000   -511.2232290   -511.2094410
   1.800000  1.700000  140.0000   -511.2076630   -511.1937928
   1.800000  1.850000  140.0000   -511.1739421   -511.1599158
   1.800000  2.000000  140.0000   -511.1382618   -511.1240244
   1.800000  2.150000  140.0000   -511.1065505   -511.0920489
   1.800000  2.300000  140.0000   -511.0809087   -511.0661792
   1.800000  2.500000  140.0000   -511.0568628   -511.0419982
   0.800000  0.900000  150.0000   -509.0376692   -509.0247405
   0.800000  1.050000  150.0000   -510.0213297   -510.0084195
   0.800000  1.200000  150.0000   -510.5001733   -510.4872386
   0.800000  1.300000  150.0000   -510.6647880   -510.6518289
   0.800000  1.400000  150.0000   -510.7575412   -510.7445574
   0.800000  1.500000  150.0000   -510.8053703   -510.7923621
   0.800000  1.558600  150.0000   -510.8197758   -510.8067529
   0.800000  1.600000  150.0000   -510.8256723   -510.8126386
   0.800000  1.700000  150.0000   -510.8296757   -510.8166145
   0.800000  1.850000  150.0000   -510.8200804   -510.8069736
   0.800000  2.000000  150.0000   -510.8032355   -510.7900813
   0.800000  2.150000  150.0000   -510.7856080   -510.7724084
   0.800000  2.300000  150.0000   -510.7699379   -510.7566967
   0.800000  2.500000  150.0000   -510.7536093   -510.7403198
   0.900000  0.900000  150.0000   -509.4592620   -509.4461808
   0.900000  1.050000  150.0000   -510.4267340   -510.4137329
   0.900000  1.200000  150.0000   -510.8924806   -510.8794804
   0.900000  1.300000  150.0000   -511.0497229   -511.0367052
   0.900000  1.400000  150.0000   -511.1361145   -511.1230747
   0.900000  1.500000  150.0000   -511.1785083   -511.1654436
   0.900000  1.558600  150.0000   -511.1901250   -511.1770441
   0.900000  1.600000  150.0000   -511.1942174   -511.1811243
   0.900000  1.700000  150.0000   -511.1944042   -511.1812787
   0.900000  1.850000  150.0000   -511.1804352   -511.1672550
   0.900000  2.000000  150.0000   -511.1607276   -511.1474911
   0.900000  2.150000  150.0000   -511.1415119   -511.1282237
   0.900000  2.300000  150.0000   -511.1252093   -511.1118764
   0.900000  2.500000  150.0000   -511.1089443   -511.0955618
   1.000000  0.900000  150.0000   -509.6741888   -509.6609746
   1.000000  1.050000  150.0000   -510.6278405   -510.6147442
   1.000000  1.200000  150.0000   -511.0821079   -511.0690322
   1.000000  1.300000  150.0000   -511.2327942   -511.2197086
   1.000000  1.400000  150.0000   -511.3134521   -511.3003490
   1.000000  1.500000  150.0000   -511.3508544   -511.3377278
   1.000000  1.558600  150.0000   -511.3598553   -511.3467123
   1.000000  1.600000  150.0000   -511.3622272   -511.3490711
   1.000000  1.700000  150.0000   -511.3586679   -511.3454755
   1.000000  1.850000  150.0000   -511.3401307   -511.3268736
   1.000000  2.000000  150.0000   -511.3171319   -511.3038068
   1.000000  2.150000  150.0000   -511.2958756   -511.2824902
   1.000000  2.300000  150.0000   -511.2785971   -511.2651627
   1.000000  2.500000  150.0000   -511.2621338   -511.2486485
   1.070000  0.900000  150.0000   -509.7528607   -509.7395689
   1.070000  1.050000  150.0000   -510.6982757   -510.6851140
   1.070000  1.200000  150.0000   -511.1456402   -511.1325080
   1.070000  1.300000  150.0000   -511.2923657   -511.2792283
   1.070000  1.400000  150.0000   -511.3695465   -511.3563949
   1.070000  1.500000  150.0000   -511.4039006   -511.3907274
   1.070000  1.558600  150.0000   -511.4112890   -511.3980996
   1.070000  1.600000  150.0000   -511.4125901   -511.3993875
   1.070000  1.700000  150.0000   -511.4066565   -511.3934158
   1.070000  1.850000  150.0000   -511.3850812   -511.3717692
   1.070000  2.000000  150.0000   -511.3597107   -511.3463214
   1.070000  2.150000  150.0000   -511.3368386   -511.3233815
   1.070000  2.300000  150.0000   -511.3186912   -511.3051815
   1.070000  2.500000  150.0000   -511.3019337   -511.2883722
   1.164700  0.900000  150.0000   -509.8035721   -509.7901927
   1.164700  1.050000  150.0000   -510.7395553   -510.7263087
   1.164700  1.200000  150.0000   -511.1790035   -511.1657922
   1.164700  1.300000  150.0000   -511.3211898   -511.3079778
   1.164700  1.400000  150.0000   -511.3943927   -511.3811703
   1.164700  1.500000  150.0000   -511.4252639   -511.4120226
   1.164700  1.558600  150.0000   -511.4308069   -511.4175503
   1.164700  1.600000  150.0000   -511.4308788   -511.4176092
   1.164700  1.700000  150.0000   -511.4221929   -511.4088841
   1.164700  1.850000  150.0000   -511.3969723   -511.3835844
